customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
747,William Weaver,douglas41@example.org,Gambia,2026-05-17,Standard,542.45
748,Amy Woodward,anthonybrown@example.com,Bolivia,2023-03-19,Standard,343.56
749,Frederick Bennett,williamsjohn@example.net,Namibia,2022-10-18,Standard,273.57
750,Kathy Avery,bruce78@example.com,Bahrain,2024-01-13,Basic,89.74
751,David Mercado,angela91@example.org,Serbia,2024-05-21,Standard,673.34
752,Elizabeth Russell,mathisvincent@example.org,Holy See (Vatican City State),2024-04-25,Standard,644.08
753,David Cisneros,dwilliams@example.net,French Guiana,2024-11-17,Standard,286.89
754,Antonio Weeks,carla65@example.net,Croatia,2024-07-16,Basic,239.29
755,Amber Stevenson,turnerrandall@example.org,Switzerland,2022-04-24,Standard,216.56
756,Diana Reynolds,nicole54@example.net,Korea,2022-12-23,Basic,287.18
757,Erica Clark,allen20@example.net,Lebanon,2021-08-19,Basic,87.76
758,Christopher Peters,ifarmer@example.org,Solomon Islands,2025-12-30,Basic,391.06
759,Kimberly Stafford,wchambers@example.com,Sweden,2024-08-14,Standard,441.18
760,Ryan Cain,martinezmitchell@example.org,Kenya,2021-08-29,Standard,554.49
761,Olivia Becker,james94@example.net,Cyprus,2022-10-13,Basic,242.42
762,Jack Campbell DVM,adrianjoyce@example.net,Indonesia,2022-03-02,Standard,711.30
763,Jonathan Jackson,donnaknight@example.net,Netherlands,2024-06-09,Basic,282.73
764,Carl Brown,sarah38@example.net,Slovenia,2022-12-26,Basic,232.21
765,Allison Booker,erin70@example.com,Norway,2024-12-23,Basic,192.06
766,Sarah Morris,rhill@example.net,Lao People's Democratic Republic,2024-02-03,Premium,342.69
767,Amanda Griffith,ramirezrobert@example.com,Germany,2021-08-21,Standard,110.82
768,Brad Armstrong,mooneyjeremiah@example.net,Jamaica,2026-05-27,Premium,595.49
769,Christina Murphy,garrettcolin@example.com,Jersey,2025-08-27,Basic,394.07
770,Lori Cook,john73@example.com,Syrian Arab Republic,2021-11-19,Standard,173.84
771,Robert Harding,oduran@example.com,Mozambique,2022-03-28,Premium,1410.36
772,Sydney Bennett,pattonbryan@example.com,Azerbaijan,2023-02-13,Standard,440.29
773,Andrea Byrd,phillipspatrick@example.org,Niger,2025-05-16,Standard,380.50
774,Kyle Keller,chavezsteven@example.com,Turkmenistan,2024-09-18,Standard,530.98
775,Matthew Lowe,gibsonmark@example.org,Botswana,2022-02-15,Standard,226.41
776,Andrea Clarke,rebeccamartinez@example.net,Equatorial Guinea,2023-05-23,Standard,337.50
777,Mr. Cody Taylor,brownlarry@example.com,Malaysia,2026-05-31,Standard,612.86
778,Emily Mcclure,dylanparker@example.com,French Guiana,2023-06-16,Standard,542.73
779,Kevin Gregory,younglori@example.net,Togo,2021-11-19,Premium,775.99
780,William Davidson,kristenpeterson@example.net,Lebanon,2025-02-01,Standard,606.98
781,Ms. Erin Lane,christina65@example.org,Bosnia and Herzegovina,2023-11-20,Standard,726.94
782,Amanda Robinson,fowlerheather@example.com,Nigeria,2022-09-05,Premium,1346.28
783,Dr. Robert Aguirre,lharris@example.org,Guyana,2021-08-30,Standard,661.47
784,Justin Thomas,llee@example.com,Aruba,2026-06-28,Basic,199.50
785,Duane Robinson,jennifer58@example.org,Christmas Island,2022-08-05,Standard,502.81
786,Dennis Garcia,nicholascobb@example.org,Guadeloupe,2026-04-18,Basic,172.39
787,David Pacheco,shelleyrowland@example.net,Turkmenistan,2023-10-13,Standard,573.45
788,Bailey Andrade,lauralee@example.com,Puerto Rico,2023-06-26,Standard,564.32
789,Vanessa Sanchez,hinesbrenda@example.net,French Polynesia,2025-07-24,Standard,377.95
790,Anthony Flynn,melissaschmitt@example.com,Cote d'Ivoire,2025-04-01,Basic,66.81
791,Rachel Mendez,williampotter@example.net,Sao Tome and Principe,2024-02-28,Basic,304.63
792,Mr. Frank Brooks DDS,lwells@example.com,Northern Mariana Islands,2026-03-22,Premium,239.00
793,Amanda Robinson,shannonyoung@example.org,Gambia,2023-09-27,Standard,253.36
794,Christopher Kirby,andrea21@example.com,Kenya,2024-03-16,Standard,646.06
795,Andrew Hunt,ronald76@example.com,Heard Island and McDonald Islands,2025-08-20,Premium,909.47
796,James White,josephjones@example.org,French Polynesia,2025-10-29,Basic,54.38
797,Maria Hartman,coreyjones@example.org,Mayotte,2022-08-12,Basic,254.88
798,Gary Turner,james92@example.net,Saint Vincent and the Grenadines,2024-04-30,Basic,265.13
799,Randy Campbell,krista66@example.net,Saudi Arabia,2024-11-21,Basic,148.42
800,Jose Juarez,michelleperez@example.net,San Marino,2022-08-30,Basic,238.06
801,Kevin Tran,dsharp@example.com,Somalia,2022-01-15,Premium,1289.60
802,Jessica Mcmahon,cclark@example.net,Antarctica (the territory South of 60 deg S),2023-06-27,Standard,720.97
803,Bethany Harding,porterdonna@example.com,Guadeloupe,2022-09-27,Standard,605.72
804,Paul Farmer,mark09@example.org,Uzbekistan,2022-04-23,Standard,441.58
805,Wendy Carroll,nbaird@example.com,Bahrain,2024-04-14,Standard,310.85
806,Brian Hudson,tfowler@example.org,Chile,2022-02-18,Basic,278.80
807,Amanda Barker,mjohnson@example.org,United States Minor Outlying Islands,2026-06-06,Standard,273.16
808,David Keller,gibsonmiguel@example.org,Chile,2023-04-01,Basic,262.58
809,Jeanne Mayo,amandamendoza@example.org,Iceland,2026-05-22,Standard,453.90
810,Beverly Harris,qmeyers@example.com,Cayman Islands,2024-08-18,Basic,273.75
811,Laurie Shaw,ahill@example.org,Kiribati,2021-12-06,Premium,719.96
812,Robert Fox,kstevens@example.org,Saint Pierre and Miquelon,2022-01-25,Standard,508.53
813,Tamara Reed,peter26@example.org,Christmas Island,2026-02-11,Basic,127.78
814,Judith Bartlett,hollydavis@example.net,Yemen,2021-10-30,Premium,1569.91
815,Brooke Khan,elizabeth13@example.com,Isle of Man,2026-07-30,Standard,612.44
816,Whitney Jones,gordonkimberly@example.com,Korea,2022-06-09,Premium,579.13
817,Andrew Johnson,vjames@example.com,Togo,2022-08-02,Basic,48.89
818,David Fletcher,markgoodman@example.com,Kyrgyz Republic,2021-12-14,Standard,595.08
819,Dana Dodson,thomasramirez@example.org,Chile,2025-10-21,Standard,418.40
820,Cassandra Martinez,qjackson@example.org,Philippines,2022-12-24,Standard,275.09
821,Christopher Klein,scottwilliams@example.net,Sudan,2024-03-24,Standard,291.21
822,Mary Garcia,scott90@example.org,Sierra Leone,2023-07-02,Premium,326.13
823,David Kerr,christopherfisher@example.org,Guadeloupe,2025-09-19,Basic,318.39
824,Amy Benjamin,roblesmaria@example.org,Saint Kitts and Nevis,2022-06-13,Standard,498.18
825,Brian Murphy,colleenvilla@example.com,Wallis and Futuna,2023-10-02,Standard,499.92
826,Brian Morris,moralesleslie@example.com,Croatia,2023-11-28,Standard,537.65
827,Robert Santos,bradley36@example.com,Seychelles,2024-08-10,Basic,114.01
828,Mrs. Kimberly Mooney,johnathandavis@example.com,Norfolk Island,2025-02-04,Basic,356.31
829,Valerie Benson,gregory57@example.org,Grenada,2021-09-13,Basic,196.69
830,Joann Dixon,wesleybush@example.org,Djibouti,2021-09-19,Basic,65.96
831,Becky Young,ntodd@example.org,Bahamas,2022-04-20,Standard,91.03
832,Mr. James May II,vstevenson@example.org,Fiji,2023-03-15,Basic,53.64
833,Amanda Conner,swong@example.org,Denmark,2025-11-06,Premium,455.34
834,David Ryan,lauriehorton@example.org,New Caledonia,2025-12-23,Standard,122.55
835,Catherine Soto,kanechad@example.org,Austria,2024-10-13,Basic,367.96
836,Dan Davis,joelmiller@example.net,Lao People's Democratic Republic,2023-03-04,Standard,379.51
837,Danielle Thompson,kevinray@example.net,Cook Islands,2022-12-21,Standard,288.57
838,Angela Kaufman,egray@example.com,Jamaica,2024-02-21,Standard,154.86
839,Paige Weiss,ysmith@example.com,Timor-Leste,2022-01-11,Premium,1309.45
840,Elizabeth Medina,jonathanford@example.com,Finland,2023-06-28,Premium,1349.87
841,Andrea Taylor,mgonzalez@example.org,American Samoa,2025-12-03,Premium,1511.00
842,Jacqueline Sullivan,vbentley@example.com,Hungary,2024-01-23,Standard,414.41
843,Leah Ortiz,riddledavid@example.net,Central African Republic,2022-08-01,Standard,537.97
844,David Gentry,william75@example.net,Azerbaijan,2024-11-13,Standard,265.02
845,Nancy Allen,dorseymichael@example.net,Philippines,2021-10-02,Basic,177.31
846,Brittany Jacobs,jonathanguzman@example.net,Tajikistan,2022-06-02,Basic,51.09
847,Brandon Dawson,lsanders@example.org,Maldives,2026-03-01,Standard,223.41
848,Carol Simmons,vincent86@example.net,Gambia,2025-04-13,Basic,326.84
849,Tammy Booth,fieldskimberly@example.com,Suriname,2022-04-29,Basic,146.19
850,Tara Sanders,adam27@example.org,Bhutan,2021-12-17,Standard,276.19
851,Kelly Pena,xjackson@example.org,Romania,2022-04-14,Basic,387.53
852,Mr. Brian Bradley,jacobbrown@example.org,Sudan,2025-05-29,Basic,273.26
853,Steven Ortiz,oneillgabriel@example.com,Belize,2023-07-03,Basic,44.01
854,Gordon Richards,wwashington@example.org,Algeria,2021-12-01,Basic,90.89
855,Adrienne Aguilar,davisalexa@example.org,Honduras,2024-08-17,Premium,1077.03
856,Dr. Tara Kennedy,cassandra55@example.net,Tuvalu,2023-04-30,Standard,444.58
857,David Ward,dgray@example.com,Tunisia,2023-04-07,Premium,505.83
858,Jesus Hale,anthonymartinez@example.net,Fiji,2026-05-15,Basic,301.34
859,Danielle Hayes,qrobertson@example.org,Afghanistan,2026-07-18,Standard,686.30
860,Robin Smith,morgan57@example.org,New Caledonia,2024-01-14,Basic,91.28
861,Rebecca Bailey,shatfield@example.org,Saint Martin,2023-07-16,Standard,491.40
862,Michelle Kane,andersonlaura@example.com,Syrian Arab Republic,2024-12-23,Standard,152.37
863,Shelly Jackson,efriedman@example.net,Mauritius,2022-10-26,Standard,457.92
864,Paul Keller,garciavictoria@example.org,Central African Republic,2026-04-05,Premium,1357.89
865,James Ramirez,elizabeth12@example.net,North Macedonia,2025-03-29,Basic,237.59
866,Michael Wiggins,schneidernicholas@example.net,Samoa,2025-04-17,Standard,124.37
867,Martin Hoffman,ostokes@example.com,Brazil,2023-01-25,Standard,244.21
868,Gerald Vargas,juliewilson@example.com,Brunei Darussalam,2025-11-18,Standard,466.90
869,Laura Smith,lawrencejames@example.com,Jamaica,2023-03-18,Basic,168.57
870,Michael Hogan,danielsmith@example.com,Germany,2022-05-03,Standard,233.31
871,Sara Porter,shernandez@example.org,San Marino,2024-12-09,Standard,122.12
872,Michele George,wayne14@example.net,Montserrat,2024-01-02,Standard,402.96
873,Kathleen Padilla,zbrown@example.com,Cape Verde,2025-10-02,Standard,520.11
874,Nicholas Cochran,leblanckimberly@example.com,Saint Lucia,2023-07-28,Standard,177.87
875,Miss Sarah Ritter,rrogers@example.com,Guernsey,2025-05-27,Standard,620.20
876,Joseph Campbell,jacquelinekelley@example.org,Bulgaria,2023-03-25,Basic,100.71
877,Sharon Brown,stephen29@example.org,Kenya,2025-02-03,Standard,605.32
878,Charles Robinson,jillsmith@example.net,Togo,2024-06-28,Basic,270.70
879,Virginia Hernandez,kshelton@example.org,Bhutan,2023-05-23,Standard,317.65
880,Tony Wilson,brittney26@example.org,Antigua and Barbuda,2022-03-17,Standard,298.80
881,Eric Carlson,denisebennett@example.net,South Africa,2024-12-19,Standard,375.62
882,John Meyers,phill@example.com,Heard Island and McDonald Islands,2021-09-02,Basic,215.31
883,Bryan May,andrewberry@example.net,Lesotho,2022-12-25,Premium,1191.74
884,Rebecca White,scooke@example.com,French Southern Territories,2024-06-20,Premium,616.97
885,Arthur Stout,richardhaynes@example.com,Moldova,2025-09-13,Basic,360.87
886,Kerri Brown,molinajared@example.net,Ukraine,2022-03-14,Standard,570.14
887,Melissa Smith,hmcbride@example.org,Brunei Darussalam,2024-06-27,Standard,566.01
888,Anita Scott,millerdavid@example.com,Haiti,2026-06-12,Basic,345.85
889,William Barrett,kevinshah@example.net,United Kingdom,2025-07-12,Standard,623.53
890,Jill Ray,alexandra59@example.net,Malawi,2022-08-30,Standard,594.21
891,Robert Young,donaldchase@example.org,Burkina Faso,2024-08-16,Standard,99.74
892,Ian Anderson,qjones@example.com,Hong Kong,2024-11-11,Standard,678.44
893,Jesus Duffy,jbentley@example.net,Costa Rica,2021-12-18,Standard,516.39
894,Whitney Terry,jenniferelliott@example.net,Swaziland,2024-03-03,Premium,793.18
895,Roberto Stewart,mgray@example.org,Belarus,2022-12-18,Basic,252.26
896,Melinda Russell,danielle55@example.com,Cameroon,2025-12-16,Basic,88.20
897,Adam Bennett,nicholasgarcia@example.org,China,2024-03-30,Standard,136.12
898,Leah Roman,ricejackie@example.com,Micronesia,2022-12-20,Standard,82.15
899,Anthony Stewart,zwhite@example.net,Philippines,2026-06-15,Standard,725.70
900,Linda Atkinson,qvargas@example.org,Poland,2024-03-07,Basic,286.30
901,Cameron Gray,brian53@example.net,New Caledonia,2023-09-15,Basic,90.53
902,Jeffrey Gomez,rshaw@example.com,Mali,2026-04-28,Standard,457.29
903,Robin Torres,mezarichard@example.com,Tanzania,2022-01-23,Standard,663.73
904,Nicholas Duffy,barbaramiller@example.com,Micronesia,2026-04-06,Premium,1327.91
905,Alexandra Vaughan,timothyrobertson@example.net,Tuvalu,2024-04-10,Basic,54.55
906,Adrian Lee,kleinjacqueline@example.net,Guatemala,2022-11-01,Basic,123.43
907,Tiffany Morrow,lawsontami@example.net,Venezuela,2026-01-09,Standard,232.96
908,Courtney Jones,williefarley@example.com,Lithuania,2023-07-05,Standard,424.57
909,Brian Sloan,marierosales@example.org,French Guiana,2023-02-09,Basic,179.71
910,Daniel Rojas,trobinson@example.net,Malaysia,2025-09-28,Basic,357.36
911,Joel Williamson,abrown@example.net,Kuwait,2023-04-04,Premium,1196.43
912,Aaron Zamora,richardsmith@example.com,Liechtenstein,2022-08-07,Premium,1700.30
913,Stephanie Jenkins,xsmith@example.net,El Salvador,2022-09-29,Standard,259.61
914,Edwin Patterson,amandaadams@example.com,Palestinian Territory,2025-10-23,Basic,248.31
915,Hector Hamilton,nicole31@example.org,Finland,2021-10-24,Standard,329.25
916,Patrick Santana,elizabethvaughan@example.net,Ethiopia,2022-03-17,Standard,471.68
917,Jon Maldonado Jr.,vshaw@example.com,Bulgaria,2022-02-28,Basic,68.02
918,Alex Moore,saundersjoel@example.net,Switzerland,2023-04-29,Standard,731.56
919,Nancy Hamilton,justin16@example.org,Niger,2022-05-17,Standard,348.94
920,Danielle Wang,virginia36@example.org,Lebanon,2025-02-22,Basic,164.21
921,Meredith Shaw,jacobbond@example.net,North Macedonia,2022-05-10,Basic,359.38
922,James Hill,sarahsimmons@example.net,Cook Islands,2022-01-25,Premium,1564.20
923,Jason Torres,jeffreysimmons@example.org,Malawi,2023-10-01,Standard,230.24
924,Brian Cox,jennifer35@example.org,Cocos (Keeling) Islands,2021-10-25,Standard,264.55
925,Patrick Lewis,mramirez@example.org,Jersey,2022-07-15,Standard,181.22
926,Heidi Torres,caldwellfelicia@example.org,Greenland,2023-06-01,Standard,626.44
927,Natalie Chapman,john43@example.net,Hungary,2022-01-18,Standard,354.86
928,Mark Guzman,willisrhonda@example.net,Svalbard & Jan Mayen Islands,2022-07-25,Standard,151.50
929,Tammy Jones,kevin73@example.net,Saint Helena,2022-05-19,Standard,398.34
930,Jason Dawson,patricia71@example.com,Bangladesh,2024-01-11,Standard,511.90
931,Tiffany Gibbs,carolhorton@example.org,French Guiana,2021-11-03,Standard,239.48
932,Rebecca Benson,isimpson@example.net,Belarus,2022-06-10,Premium,1107.95
933,Janet Chan,nlawson@example.org,Afghanistan,2022-05-31,Premium,982.41
934,Michael Suarez,ugordon@example.net,Eritrea,2023-02-17,Basic,92.87
935,Michael Arnold,jeffreyferguson@example.com,Armenia,2024-10-23,Standard,697.65
936,Diana Anderson,dayjohn@example.org,Martinique,2022-03-12,Standard,348.68
937,Mackenzie Compton,christopher84@example.net,Burkina Faso,2023-08-28,Basic,269.54
938,Erika Brown,hollowayjeffrey@example.com,Christmas Island,2022-11-22,Basic,302.07
939,Matthew Parrish,sharphailey@example.net,Equatorial Guinea,2025-12-18,Basic,381.01
940,Kristen Montoya,markharris@example.net,Sri Lanka,2025-11-26,Standard,484.40
941,Jeremy Blair,erichardson@example.org,Lithuania,2022-07-09,Standard,400.13
942,Scott Lopez,lharding@example.net,Finland,2021-09-19,Standard,352.27
943,Christopher Long,chadjones@example.org,Korea,2026-02-27,Premium,1092.67
944,Ariel Rose,morrisonnicholas@example.org,Bouvet Island (Bouvetoya),2025-09-30,Basic,264.36
945,Maria Williams,kaylaadams@example.net,Netherlands Antilles,2021-09-05,Standard,188.21
946,Tina Rodriguez,melissa13@example.org,Lesotho,2025-05-30,Standard,697.59
947,Robin Parker,dmoore@example.net,Puerto Rico,2022-12-13,Standard,121.47
948,Alisha Williams,curtis62@example.org,United States Minor Outlying Islands,2022-09-25,Standard,164.24
949,James Gomez,jeremiah61@example.com,Chile,2026-07-27,Premium,998.27
950,Tyler Campbell,gilbertdavid@example.org,Ukraine,2021-10-30,Basic,286.37
951,Jeffrey Rogers,erinhernandez@example.net,Poland,2023-02-13,Basic,257.98
952,Hannah Garcia,qstanley@example.net,South Georgia and the South Sandwich Islands,2021-12-29,Standard,683.59
953,Timothy Hernandez,lukemyers@example.net,South Africa,2025-07-17,Standard,667.48
954,Austin Lane,duane52@example.org,Seychelles,2023-07-16,Standard,582.86
955,Jeff Steele,oguzman@example.com,Burundi,2025-08-16,Premium,1213.54
956,Danielle Barnes,fryan@example.net,Mauritania,2025-09-20,Basic,234.14
957,Kevin Fisher,jacquelineyoung@example.org,Costa Rica,2026-08-01,Premium,1651.93
958,Justin Rosario,steven86@example.org,Cote d'Ivoire,2025-10-02,Standard,366.26
959,Chad Hayden,nicholasjohnson@example.com,Holy See (Vatican City State),2021-11-18,Standard,665.51
960,Kevin Woods,anthonydiaz@example.org,Ecuador,2021-12-30,Standard,364.55
961,Robin Hernandez,terrytaylor@example.net,Qatar,2026-05-11,Basic,213.56
962,Nathan Wallace,mitchelleric@example.net,Antigua and Barbuda,2024-08-19,Basic,166.19
963,Christopher Sanders,dfrazier@example.net,Rwanda,2025-10-05,Basic,366.83
964,Kathryn Fletcher,rhuynh@example.org,Mali,2023-07-02,Basic,247.40
965,Natalie Morales,robinsonisaiah@example.net,Monaco,2024-08-21,Standard,246.80
966,Michael Woods,kwilcox@example.org,Spain,2023-06-21,Basic,367.63
967,Derrick Garcia,carrie50@example.org,Finland,2022-06-05,Premium,1117.31
968,Daniel Smith,jacob30@example.org,Ethiopia,2022-01-14,Standard,249.02
969,Amanda Downs,uwilliams@example.org,Western Sahara,2023-02-26,Premium,1346.24
970,Dr. Tina Porter,,Peru,2022-02-05,Premium,998.00
971,Patrick Garcia,andrewflynn@example.com,Namibia,2025-12-16,Standard,328.15
972,Christopher Fleming,mcclurechristopher@example.net,Djibouti,2026-01-13,Standard,617.89
973,Martha Mack,victoriamason@example.net,New Caledonia,2024-11-14,Standard,146.94
974,Gloria Floyd,kelly96@example.org,Uganda,2025-03-06,Standard,470.12
975,Cynthia Shea,rubioashley@example.com,Bhutan,2025-08-21,Standard,436.87
976,Seth Payne,portershawn@example.org,Vietnam,2023-02-03,Standard,488.02
977,Kenneth Gomez,whitekelsey@example.com,Lebanon,2026-07-04,Basic,183.08
978,Jessica Glass,bonillatracy@example.com,Togo,2023-01-17,Standard,447.67
979,Manuel Becker,nrichardson@example.com,Holy See (Vatican City State),2022-01-11,Standard,195.64
980,Jerry Rich,oliverdawn@example.net,Somalia,2022-11-02,Standard,401.54
981,Aimee Farrell,nicholas96@example.org,Czech Republic,2023-07-22,Basic,247.95
982,Brandon Owens,lrodriguez@example.net,Botswana,2026-03-15,Basic,183.33
983,Patricia Gonzalez,caleb59@example.com,Croatia,2025-02-15,Premium,1535.53
984,Donald Johnson,stacythomas@example.org,Ghana,2024-06-15,Premium,536.89
985,Patricia Brown PhD,nirwin@example.org,Croatia,2025-12-14,Basic,381.73
986,Melinda Nelson,christopherjones@example.com,Belgium,2023-02-08,Premium,975.64
987,Shelby Warren,jack01@example.com,Guam,2026-06-07,Basic,328.31
988,Craig Mcmahon,salvarez@example.org,Qatar,2023-10-19,Standard,537.08
989,Laura Morrow,christiancontreras@example.net,Cameroon,2023-03-26,Premium,787.84
990,Dr. Natalie Doyle,alexis72@example.com,Tonga,2023-03-13,Standard,617.95
991,Megan Baker,mcneilsherry@example.org,North Macedonia,2023-11-10,Basic,209.80
992,Anne Robinson,robertpayne@example.org,Netherlands Antilles,2023-07-02,Standard,134.49
993,Tristan Bonilla,woodmichael@example.com,Ukraine,2023-02-23,Standard,325.31
994,Belinda Porter,wgutierrez@example.com,Switzerland,2024-04-29,Standard,564.03
995,Pamela Wilson,stephenbrooks@example.net,Nepal,2022-06-05,Basic,184.23
996,Dustin Keller,swalters@example.net,Wallis and Futuna,2026-03-29,Standard,268.37
997,Whitney Shaffer,davisallen@example.com,Bosnia and Herzegovina,2024-02-04,Basic,60.69
998,Tammy Garcia,zgordon@example.org,Papua New Guinea,2023-01-23,Basic,103.10
999,Daniel Gibson,ewilson@example.org,Guernsey,2026-06-14,Standard,82.23
1000,Jennifer Hoover,xsmith@example.org,Madagascar,2023-01-12,Basic,375.07
1001,Deborah Roberson,anunez@example.com,Antigua and Barbuda,2021-09-09,Standard,206.45
1002,James Montoya,matthew96@example.org,Moldova,2026-06-25,Basic,223.80
1003,Matthew Poole,oanderson@example.com,Saint Lucia,2022-06-25,Standard,490.25
1004,Kelly Kim,mckinneydavid@example.org,Norfolk Island,2024-07-01,Standard,317.82
1005,Philip Rangel,stacyharris@example.org,Anguilla,2023-10-20,Standard,733.56
1006,Leslie Johnson,armstronganthony@example.net,Bulgaria,2026-07-13,Premium,609.60
1007,Paula Lopez,kennethnichols@example.org,Saint Kitts and Nevis,2025-07-07,Standard,527.02
1008,Patricia Hopkins,christopher20@example.net,Mozambique,2025-12-12,Standard,210.21
1009,Timothy Martinez,justinkline@example.org,Belarus,2024-01-31,Premium,1283.20
1010,Ryan Myers,apope@example.org,Libyan Arab Jamahiriya,2026-05-30,Basic,237.85
1011,Michael Brooks,cynthia72@example.org,French Southern Territories,2021-08-30,Basic,241.28
1012,Keith Obrien,wilsonmatthew@example.com,Liberia,2026-08-03,Standard,309.55
1013,Abigail Boyd,sara39@example.org,Mauritania,2021-09-23,Basic,121.47
1014,Brittany Camacho,roachanthony@example.org,Cyprus,2022-01-11,Basic,203.71
1015,Beth Hill,stephaniebailey@example.net,Pakistan,2023-01-31,Standard,78.14
1016,Kathleen Hunt,qnielsen@example.org,Congo,2025-01-18,Standard,416.71
1017,Diana Long,gabriel37@example.com,Turks and Caicos Islands,2023-11-05,Standard,414.64
1018,Denise Flores,lawsonruben@example.net,Guinea,2023-06-26,Standard,153.98
1019,Amy Jackson,rubiojohnny@example.com,French Polynesia,2024-08-19,Standard,248.94
1020,Tiffany Moreno,ljohnson@example.com,Japan,2025-07-26,Standard,610.54
1021,Benjamin Sandoval,dustin51@example.org,Ghana,2025-01-20,Standard,373.87
1022,Cindy Bradley,rachel81@example.com,Finland,2024-08-15,Standard,401.45
1023,Ashley Ramirez,berrydebbie@example.net,Saudi Arabia,2023-10-16,Standard,304.27
1024,Christina Williams,rjimenez@example.com,British Indian Ocean Territory (Chagos Archipelago),2022-03-26,Basic,285.37
1025,Gabriel Reyes,mitchelldawn@example.net,Albania,2026-03-04,Basic,350.33
1026,Ryan Powell,rogersallen@example.com,Bhutan,2025-10-06,Standard,249.03
1027,Eric Stewart,richard85@example.com,New Zealand,2021-11-06,Standard,607.34
1028,William Snyder,cameronsharon@example.org,Antarctica (the territory South of 60 deg S),2022-09-25,Standard,548.29
1029,Brenda Holder,fperez@example.org,Saint Kitts and Nevis,2026-02-15,Basic,188.47
1030,Steven Mayo,greenkristen@example.org,Australia,2026-05-08,Standard,436.57
1031,Gary Salazar,knelson@example.org,Myanmar,2023-12-01,Basic,134.81
1032,Scott Mullins,qwalsh@example.org,Mali,2024-04-01,Standard,344.28
1033,Mary Bray,kendra73@example.org,Estonia,2025-06-11,Basic,163.12
1034,Heather Houston,donnamoss@example.org,Puerto Rico,2022-01-01,Standard,195.48
1035,Amy Smith,taylorcruz@example.com,Bosnia and Herzegovina,2023-04-26,Standard,222.53
1036,Pam Palmer,kathleen47@example.net,Cape Verde,2025-11-07,Standard,198.38
1037,Carlos Rangel,nhester@example.net,Cook Islands,2025-07-07,Basic,374.89
1038,Donald Martin,stephanie91@example.org,Kyrgyz Republic,2025-12-29,Standard,572.55
1039,Cynthia Shannon,josephalvarez@example.net,Korea,2023-05-17,Standard,238.39
1040,Joshua Gomez,edwardshaw@example.net,Grenada,2021-11-17,Standard,229.72
1041,Brent Wong,mlee@example.com,Christmas Island,2024-08-01,Basic,341.08
1042,Katherine Hamilton,lucassusan@example.org,Brazil,2021-11-17,Standard,600.78
1043,Derek Jones,hillnicole@example.net,Saint Barthelemy,2023-08-21,Premium,298.62
1044,Daniel Holloway,tyler23@example.com,Northern Mariana Islands,2023-01-20,Basic,217.36
1045,Morgan Davis,sstevenson@example.org,Chile,2023-03-10,Premium,1524.92
1046,Cody Yoder,suzannewade@example.com,Grenada,2021-09-19,Basic,345.28
1047,Sierra Jackson,wheelertara@example.net,Afghanistan,2024-01-21,Standard,287.91
1048,Brian Fuentes,mary88@example.org,Saudi Arabia,2022-05-06,Basic,357.16
1049,Eric Fitzgerald,whenry@example.net,Equatorial Guinea,2024-12-06,Standard,260.44
1050,Jimmy Carey,jennifer89@example.com,Bouvet Island (Bouvetoya),2022-12-18,Standard,590.88
1051,Margaret Hernandez,qchase@example.org,Guinea-Bissau,2024-02-07,Standard,343.57
1052,Patrick Mcpherson,jamie13@example.com,Northern Mariana Islands,2022-02-25,Basic,86.17
1053,Mark Gardner,harcher@example.org,Estonia,2026-03-02,Standard,360.64
1054,Gary Lawrence,kyle09@example.net,Reunion,2023-05-01,Basic,51.72
1055,Jessica Gibson,keith07@example.net,Cameroon,2023-12-11,Standard,655.77
1056,Vincent Hanson,kevinroberts@example.com,American Samoa,2023-11-19,Basic,204.59
1057,Roger Martinez,btorres@example.com,Panama,2025-10-13,Premium,991.17
1058,Chad Koch,stephaniereeves@example.org,Saint Martin,2022-08-06,Standard,80.68
1059,Angela Robinson,pfitzpatrick@example.net,Northern Mariana Islands,2023-07-18,Standard,331.11
1060,Tanner Orozco,carla29@example.com,Philippines,2025-12-29,Premium,744.52
1061,Brenda Saunders,derek83@example.com,Gambia,2022-01-15,Basic,107.37
1062,Lori Gardner,bpatton@example.org,Burundi,2024-03-31,Standard,256.85
1063,Kathy Jennings,taylor67@example.com,Isle of Man,2023-12-02,Basic,163.51
1064,Allison Wang,camposchristina@example.com,Solomon Islands,2022-10-29,Standard,361.16
1065,Bethany Daniels,brian62@example.com,Paraguay,2021-08-22,Standard,582.73
1066,Shelly Stevens,millerjoseph@example.net,Botswana,2023-04-13,Standard,345.40
1067,Dylan Olson,michelle19@example.net,Malawi,2025-04-23,Standard,460.70
1068,Daniel Thomas,rtaylor@example.net,Timor-Leste,2022-05-21,Basic,286.96
1069,Michelle Zuniga,mhanson@example.org,Bangladesh,2021-08-12,Basic,299.49
1070,Barbara Davis,dalejohnson@example.net,Kenya,2023-07-26,Basic,239.92
1071,Elizabeth Webb,loriskinner@example.net,Eritrea,2025-09-21,Basic,110.58
1072,Shannon Williamson,bthomas@example.org,Cambodia,2025-09-15,Basic,305.88
1073,Carolyn Harmon,thomasroberts@example.net,Bolivia,2026-05-30,Standard,81.58
1074,Michael Myers DDS,marshalllisa@example.org,Antarctica (the territory South of 60 deg S),2023-01-11,Standard,165.77
